排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
991,188,刘满世,Liu Manshi,75,中国-内蒙古,China-Inner Mongolia,先生,https://res.hurun.net/default/icon_men.jpg,满世,Manshi,内蒙古鄂尔多斯,Inner Mongolia,煤炭,Coal,家族,53.0,6%,750.0,2024
991,99,邱达强,Daniel Chiu Tat Jung,62,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,富地石油,Fortune Oil,香港,Hong Kong,石油化工,Petrochemicals,未知,53.0,-4%,750.0,2024
991,99,施清岛,Shi Qingdao,59,,,先生,https://res.hurun.net/default/icon_men.jpg,台华新材,Taihua New Material Co,浙江嘉兴,Zhejiang,纺织材料,Textiles,家族,53.0,-4%,750.0,2024
991,-455,吴英,Wu Ying,60,,,先生,https://res.hurun.net/default/icon_men.jpg,美畅,Metron,陕西咸阳,Shaanxi,新材料,New materials,未知,53.0,-52%,750.0,2024
991,-51,谢可滔,Xie Ketao,60,,,先生,https://res.hurun.net/default/icon_men.jpg,中教,China education,香港,Hong Kong,教育,Education,未知,53.0,-18%,750.0,2024
991,188,熊晓鸽,Xiong Xiaoge,69,中国-湖南-湘潭,China-Hunan-Xiangtan,先生,https://res.hurun.net/default/icon_men.jpg,IDG资本,IDG,北京,Beijing,投资,Investments,未知,53.0,6%,750.0,2024
991,188,徐小平,Xu Xiaoping,68,中国-江苏-泰兴,China-Jiangsu-Yangzhou,先生,https://res.hurun.net/default/icon_men.jpg,真格,Zhenge,北京,Beijing,投资,Investments,未知,53.0,6%,750.0,2024
991,-322,徐勇,Xu Yong,60,中国-河南,China-Henan,先生,https://res.hurun.net/default/icon_men.jpg,百度,Baidu,北京,Beijing,网络信息服务,Internet Information Services,未知,53.0,-41%,750.0,2024
991,188,阎焱,Yan Yan,67,中国-安徽-安庆,China -Anhui -Anqing,先生,https://res.hurun.net/default/icon_men.jpg,赛富,SAIF,北京,Beijing,投资,Investments,未知,53.0,6%,750.0,2024
991,-51,于果,Yu Guo,62,,,先生,https://res.hurun.net/photo/000565_Yu_Guo.jpg,中教,China education,香港,Hong Kong,教育,Education,未知,53.0,-18%,750.0,2024
991,188,庄辰超,Zhuang Chenchao,48,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,斑马投资,Banma,北京,Beijing,投资,Investments,未知,53.0,6%,750.0,2024
1005,New,冯陟旻,Feng Zhimin,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,冬海集团,Sea,新加坡,Singapore,网络游戏、电商,"Online Games, E-Commerce",未知,52.0,NEW,730.0,2024
1005,57,傅梅城,Fu Meicheng,67,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.net/default/icon_men.jpg,华策影视,Huace Film & TV,浙江杭州,Zhejiang,影视传媒,Television & media ,未知,52.0,-12%,730.0,2024
1005,3,李立新,Li Lixin,57,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,利时,Lishi,浙江宁波,Zhejiang,塑胶产品、商业连锁、投资,"Plastic products, commercial chains, Investments",未知,52.0,-13%,730.0,2024
1005,63,刘海燕,Liu Haiyan,未知,中国-四川,China - Sichuan,先生,https://res.hurun.net/default/icon_men.jpg,大陆希望,Continental Hope ,四川成都,Sichuan,机械电气、能源化工、房地产,"Energy, chemical, real estate",未知,52.0,-10%,730.0,2024
1005,-18,袁金华,Yuan Jinhua,65,,,先生,https://res.hurun.net/default/icon_men.jpg,三一,Sany,北京,Beijing,重型机械,Heavy Machinery,未知,52.0,-19%,730.0,2024
1005,-440,朱义文,Zhu Yiwen,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,海吉亚,Hygia,上海长宁,Shanghai,肿瘤检测,Tumour detection,父女,52.0,-50%,730.0,2024
1011,62,胡季强,Hu Jiqiang,63,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,康恩贝,Conba Pharmaceutical,浙江杭州,Zhejiang,医药,Pharmaceuticals,未知,51.0,-11%,720.0,2024
1011,131,彭翼捷,Peng Yijie,45,,,先生,https://res.hurun.net/default/icon_men.jpg,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,51.0,-6%,720.0,2024
1011,69,涂建华,Tu Jianhua,55,,,先生,https://res.hurun.net/default/icon_men.jpg,广联达,Glodon,北京,Beijing,软件与信息服务,Software and Information Services,未知,51.0,-9%,720.0,2024
1011,-6,王振滔,Wang Zhentao,59,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,奥康,Aokang,浙江温州,Zhejiang,鞋业、地产,"Shoes, real estate",父子,51.0,-16%,720.0,2024
1011,168,尤小华,You Xiaohua,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,华峰,Huafeng,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, aluminum, Investments",未知,51.0,2%,720.0,2024
1011,168,周明华,Zhou Minghua,60,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,华海药业,Huahai Pharmaceutical,浙江台州,Zhejiang,医药,Pharmaceuticals,未知,51.0,2%,720.0,2024
1011,146,周云杰,Zhou Yunjie,63,,,先生,https://res.hurun.net/default/icon_men.jpg,奥瑞金,ORG Packaging,北京,Beijing,包装,Packaging,未知,51.0,-2%,720.0,2024
1018,161,孙荫环,Sun Yinhuan,74,中国-辽宁,China-Liaoning,先生,https://res.hurun.net/default/icon_men.jpg,亿达,Yida,辽宁大连,Liaoning,房地产、软件园,"Real Estate, Software Development Zone",家族,50.2,0%,710.0,2024
1019,-20,安治富,An Zhifu,78,中国-四川,China - Sichuan,先生,https://res.hurun.net/default/icon_men.jpg,富临,Fulin,四川绵阳,Sichuan,房地产、运输,"Real estate, transportation",家族,50.0,-19%,700.0,2024
1019,New,蔡浩,Cai Hao,53,,,先生,https://res.hurun.net/default/icon_men.jpg,中信博,Arctech Solar,江苏苏州,Jiangsu,光伏设备,Green Energy,夫妇,50.0,NEW,700.0,2024
1019,-498,曹建伟,Cao Jianwei,46,,,先生,https://res.hurun.net/default/icon_men.jpg,晶盛机电,Jingsheng Mechanical & Electrical Co,浙江绍兴,Zhejiang,机电设备,Equipment manufacturing,未知,50.0,-57%,700.0,2024
1019,-264,曹克坚,Cao Kejian,62,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/photo/000828_Cao_Kejian.jpg,开山控股,KaiShan,浙江衢州,Zhejiang,压缩机,Compressor,未知,50.0,-38%,700.0,2024
1019,128,车冯升,Che Fengsheng,62,中国-山东,China-Shandong,先生,https://res.hurun.net/default/icon_men.jpg,四环医药,Sihuan Pharm,北京,Beijing,医药,Pharmaceuticals,未知,50.0,-6%,700.0,2024
1019,-564,陈刚,Chen Gang,56,,,先生,https://res.hurun.net/default/icon_men.jpg,爱旭股份,Aikosolar,上海浦东,Shanghai,太阳能电池,Solar cell,夫妇,50.0,-62%,700.0,2024
1019,New,陈建造,Chen Jian-Zao,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,宝雅,Poya,台湾台南,Taiwan,美妆日用品连锁店,Beauty Chain Stores,家族,50.0,NEW,700.0,2024
1019,160,陈茂春,Chen Maochun,72,中国-福建-宁德,China-Fujian-Ningde,先生,https://res.hurun.net/default/icon_men.jpg,兴华财富,Xinghua Fortune,河北邯郸,Hebei,钢铁,Steel,未知,50.0,0%,700.0,2024
1019,160,陈小英,Chen Xiaoying,48,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.net/default/icon_men.jpg,申通快递,STO,上海青浦,Shanghai,物流,Logistics,未知,50.0,0%,700.0,2024
1019,71,陈育新,Chen Yuxin,74,中国-四川,China - Sichuan,先生,https://res.hurun.net/default/icon_men.jpg,华西希望,West Hope,四川成都,Sichuan,畜牧业、教育,"Animal Husbandry, Education",夫妇,50.0,-9%,700.0,2024
1019,160,崔维星,Cui Weixing,54,中国-山东-潍坊,China -Shandong - Weifang,先生,https://res.hurun.net/default/icon_men.jpg,德邦快递,Deppon,上海青浦,Shanghai,快递,Express Delivery,未知,50.0,0%,700.0,2024
1019,New,戴立忠,Dai Lizhong,56,中国-北京,China -Beijing,先生,https://res.hurun.net/default/icon_men.jpg,圣湘生物,Sansure,湖南长沙,Hunan,医药制造业,Pharmaceuticals,未知,50.0,NEW,700.0,2024
1019,71,戴震,Dai Zhen,46,中国-吉林-白城,China-Jilin-Baicheng,先生,https://res.hurun.net/default/icon_men.jpg,能链,Newlink,山东青岛,Shandong,充电服务,SaaS,未知,50.0,-9%,700.0,2024
1019,43,单建明,Shan Jianming,64,中国-浙江-湖州,China-Zhejiang-Huzhou,先生,https://res.hurun.net/default/icon_men.jpg,美欣达,Mizuda ,浙江湖州,Zhejiang,纺织、房地产、投资,"Textiles, real estate, Investments ",夫妇,50.0,-15%,700.0,2024
1019,-11,丁佐宏,Ding Zuohong,62,中国-江苏-南通,China-Jiangsu-Nantong,先生,https://res.hurun.net/default/icon_men.jpg,月星,Yuexing,上海普陀,Shanghai,房地产、零售、制造,"Real estate, retail, manufacturing",未知,50.0,-17%,700.0,2024
1019,New,方展城,Fang Zhancheng,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,未知,50.0,NEW,700.0,2024
1019,-11,冯小华,Feng Xiaohua,68,中国-广东-梅州,China-Guangdong-Meizhou,先生,https://res.hurun.net/default/icon_men.jpg,洋浦南华糖业,Nanhua Sugar,广西南宁,Guangxi,制糖业,Sugar,未知,50.0,-17%,700.0,2024
1019,-123,付胜龙,Fu Shenglong,62,中国-湖南-邵阳,China-Hunan,先生,https://res.hurun.net/default/icon_men.jpg,大汉控股,Dahan,湖南邵阳,Hunan,钢材贸易、房地产,"Steel trading, real estate",家族,50.0,-29%,700.0,2024
1019,71,黄伟常,Wong Wai Sheung,73,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,六福,Luk Fook,香港,Hong Kong,珠宝零售,Jewellery Retail,家族,50.0,-9%,700.0,2024
1019,-11,纪海鹏,Ji Haipeng,57,中国-广东-汕头,China-Guangdong-Shantou,先生,https://res.hurun.net/default/icon_men.jpg,龙光地产,Logan Property,广东深圳,Guangdong,房地产,Real Estate,家族,50.0,-17%,700.0,2024
1019,-79,江黎明,Jiang Liming,未知,中国-湖北-武汉,China -Hubei-Wuhan,先生,https://res.hurun.net/default/icon_men.jpg,利泰,Lited,广东佛山,Guangdong,汽车经销,Automobile Sales,未知,50.0,-23%,700.0,2024
1019,-79,蒋锡培,Jiang Xipei,61,中国-江苏-无锡,China-Jiangsu-Wuxi,先生,https://res.hurun.net/default/icon_men.jpg,智慧能源,Smarter Energy,江苏无锡,Jiangsu,电缆、医药、房地产,"Cable, pharmaceuticals, real estate",父子,50.0,-23%,700.0,2024
1019,New,柯建生,Ke Jiansheng,60,,,先生,https://res.hurun.net/default/icon_men.jpg,索菲亚,Suofeiya,广东广州,Guangdong,家具,Furniture,未知,50.0,NEW,700.0,2024
1019,-158,李俊田,Li Juntian,49,,,先生,https://res.hurun.net/default/icon_men.jpg,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,未知,50.0,-32%,700.0,2024
1019,-264,李完小,Li Wanxiao,58,中国-湖南-长沙,,先生,https://res.hurun.net/default/icon_men.jpg,航天环宇,Aerospace Huanyu,湖南长沙,Hunan,航空设备,Aeronautical equipment,家族,50.0,-38%,700.0,2024
1019,-11,李志刚,Li Zhigang,48,,,先生,https://res.hurun.net/default/icon_men.jpg,帝尔激光,DR Laser,湖北武汉,Hubei,设备制造,Manufacturing,未知,50.0,-17%,700.0,2024
1019,54,林伯实,Lin Por-Shih,79,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.net/default/icon_men.jpg,台玻,Taiwan Glass,台湾台北,Taiwan,建筑玻璃,Glass,家族,50.0,-12%,700.0,2024
1019,New,林鸿明,Chris Lin,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,信骅科技,Aspeed,台湾新竹,Taiwan,半导体,Semiconductors,未知,50.0,NEW,700.0,2024
1019,-79,林集永,Lin Jiyong,54,中国-广东-惠阳,China-Guangdong-Huiyang,先生,https://res.hurun.net/default/icon_men.jpg,慕思,De Rucci,广东东莞,Guangdong,床垫,Furniture ,未知,50.0,-23%,700.0,2024
1019,160,林晓辉,Lin Xiaohui,51,,,先生,https://res.hurun.net/default/icon_men.jpg,伟禄,Realord,香港,Hong Kong,投资、房地产,"Investments, Real Estate",夫妇,50.0,0%,700.0,2024
1019,-206,刘国伟,Liu Guowei,52,,,先生,https://res.hurun.net/default/icon_men.jpg,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,未知,50.0,-33%,700.0,2024
1019,71,刘冀鲁,Liu Jilu,77,中国-安徽,China-Anhui,先生,https://res.hurun.net/default/icon_men.jpg,顺丰,SF,广东深圳,Guangdong,快递,Express Delivery,父女,50.0,-9%,700.0,2024
1019,138,鲁卫东,Lu Weidong,59,,,先生,https://res.hurun.net/default/icon_men.jpg,鄂尔多斯,Erdos,内蒙古鄂尔多斯,Inner Mongolia,羊绒、煤电、冶金、房地产,"Cashmere, Coal, Real Estate",未知,50.0,-4%,700.0,2024
1019,128,马飞,Ma Fei,56,中国-广东-河源,China-Guangdong-Heyuan,先生,https://res.hurun.net/default/icon_men.jpg,飞荣达,FRD,广东深圳,Guangdong,电子元件,Electronic Components,夫妇,50.0,-6%,700.0,2024
1019,New,阙伟东,Que Weidong,56,,,先生,https://res.hurun.net/default/icon_men.jpg,确成股份,Quechen Silicon,江苏无锡,Jiangsu,化工,Chemicals,家族,50.0,NEW,700.0,2024
1019,New,沈国荣,Shen Guorong,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,国电南瑞,Nari,江苏南京,Jiangsu,电网自动化,Automation,未知,50.0,NEW,700.0,2024
1019,-158,孙洪军,Sun Hongjun,51,中国-辽宁-铁岭,China-Liaoning-Tieling,先生,https://res.hurun.net/default/icon_men.jpg,艾为电子,Awinic,上海,Shanghai,芯片,Chips,未知,50.0,-32%,700.0,2024
1019,New,孙雁军,Sun Yanjun,未知,,Zhejiang,未知,https://res.hurun.net/default/icon_women.jpg,飞南资源,Feinan Resource,广东佛山,Guangdong,金属回收,Metallurgy,家族,50.0,NEW,700.0,2024
1019,-20,陶春风,Tao Chunfeng,57,,,先生,https://res.hurun.net/default/icon_men.jpg,长鸿高科,Changhong Polymer Scientific & Technical,浙江宁波,Zhejiang,高分子材料,Polymers,未知,50.0,-19%,700.0,2024
1019,-313,陶意,Tao Yi,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,波克,Boke,上海,Shanghai,游戏,Online games,未知,50.0,-41%,700.0,2024
1019,New,田刚印,Tian Gangyin,未知,,Jiangsu,未知,https://res.hurun.net/default/icon_women.jpg,联合飞机,United Aircraft,广东深圳,Guangdong,航天,Aerospace,未知,50.0,NEW,700.0,2024
1019,-28,万永兴,Wan Yongxing,53,,,先生,https://res.hurun.net/default/icon_men.jpg,中瑞,Rail holdings,河南郑州,Henan,煤炭供应链管理、房地产,"Coal supply chain management, Real Estate",未知,50.0,-21%,700.0,2024
1019,New,王兵,Wang Bing,42,中国-山东-东营,China-Shandong-Dongying,先生,https://res.hurun.net/default/icon_men.jpg,十月稻田,Shiyue Daotian,北京,Beijing,食品,Food & Beverages,夫妇,50.0,NEW,700.0,2024
1019,-79,王炳坤,Wang Bingkun,52,中国-广东-东莞,China-Guangdong-Dongguan,先生,https://res.hurun.net/default/icon_men.jpg,慕思,De Rucci,广东东莞,Guangdong,床垫,Furniture ,未知,50.0,-23%,700.0,2024
1019,New,王春生,Wang Chunsheng,49,,,先生,https://res.hurun.net/default/icon_men.jpg,安洁科技,Anjie,江苏苏州,Jiangsu,消费电子组件,Consumer and Industry Electronics,夫妇,50.0,NEW,700.0,2024
1019,New,王力展,Wang Lizhan,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,未知,50.0,NEW,700.0,2024
1019,New,王念强,Wang Nianqiang,60,中国-安徽-铜陵,China-Anhui-Copper Tomb,先生,https://res.hurun.net/default/icon_men.jpg,比亚迪,BYD,广东深圳,Guangdong,汽车、充电电池,"Automobile, New Energy",未知,50.0,NEW,700.0,2024
1019,-206,王晓申,Wang Xiaoshen,56,,,先生,https://res.hurun.net/default/icon_men.jpg,赣锋锂业,Ganfeng Lithium,江西新余,Jiangxi,有色金属冶炼加工,Non-ferrous Metals Processing,未知,50.0,-33%,700.0,2024
1019,160,王张兴,Wang Zhangxing,57,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.net/default/icon_men.jpg,城市地产,City,上海浦东,Shanghai,房地产、投资,"Real estate, Investments",未知,50.0,0%,700.0,2024
1019,-384,韦锦坤,Wei Jinkun,71,,,先生,https://res.hurun.net/default/icon_men.jpg,泛微网络,E-cology,上海闵行,Shanghai,计算机技术,Computer technology,父子,50.0,-47%,700.0,2024
1019,54,文剑平,Wen Jianping,62,中国-湖南,China-Hunan,先生,https://res.hurun.net/default/icon_men.jpg,碧水源,Origin Water,北京,Beijing,污水处理,Sewage Treatment,未知,50.0,-12%,700.0,2024
1019,-11,吴亦圭,Wu Yi-Gui,72,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,台聚,USI,台湾台北,Taiwan,化工,Chemicals,家族,50.0,-17%,700.0,2024
1019,New,谢卓明,Hsieh Juor-Ming,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,旭隼,Voltronic Power,台湾台北,Taiwan,电气设备,Electronic Equipment,家族,50.0,NEW,700.0,2024
1019,-384,徐国忠,Xu Guozhong,61,,,先生,https://res.hurun.net/default/icon_men.jpg,江苏国茂,Guomao,江苏常州,Jiangsu,设备制造,Manufacturing,家族,50.0,-47%,700.0,2024
1019,160,徐明星,Xu Mingxing,39,,,先生,https://res.hurun.net/default/icon_men.jpg,欧科云链,OKEx,北京,Beijing,区块链,Blockchain,未知,50.0,0%,700.0,2024
1019,-592,杨建良,Yang Jianliang,55,,,先生,https://res.hurun.net/default/icon_men.jpg,弘元绿能,Hoyuan Green Energy,江苏无锡,Jiangsu,光伏设备,Green Energy,家族,50.0,-63%,700.0,2024
1019,71,杨龙忠,Yang Longzhong,58,中国-江西-上饶,China-Jiangxi-Shangrao,先生,https://res.hurun.net/default/icon_men.jpg,比亚迪,BYD,广东深圳,Guangdong,汽车、充电电池,"Automobile, New Energy",未知,50.0,-9%,700.0,2024
1019,-158,姚雄杰,Yao Xiongjie,未知,中国-福建-龙岩,China-Fujian-Longyan,先生,https://res.hurun.net/default/icon_men.jpg,盛屯,Chengtun,广东深圳,Guangdong,锂电新能源材料,Specialty Chemicals,未知,50.0,-32%,700.0,2024
1019,160,叶华能,Ye Huaneng,73,中国-广东-梅州,China-Guangdong-Meizhou,先生,https://res.hurun.net/default/icon_men.jpg,宝丽华,Baolihua New Energy,广东广州,Guangdong,新能源,New Energy,未知,50.0,0%,700.0,2024
1019,-89,叶继跃,Ye Jiyue,57,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,三维股份,Sanwei Holding,浙江台州,Zhejiang,橡胶制品,Rubber Product,夫妇,50.0,-24%,700.0,2024
1019,New,俞德超,Yu Dechao,60,中国-浙江-台州,China-Zhejiang-Taizhou,先生,https://res.hurun.net/default/icon_men.jpg,信达生物,Innovent,江苏苏州,Jiangsu,生物医药,Biotechnology,未知,50.0,NEW,700.0,2024
1019,160,袁金钰,Yuan Jinyu,68,,,先生,https://res.hurun.net/default/icon_men.jpg,顺络电子,Sunlord,广东深圳,Guangdong,新型电子元件,Electronic Components,家族,50.0,0%,700.0,2024
1019,71,袁帅,Yuan Shuai,37,,,先生,https://res.hurun.net/default/icon_men.jpg,莉莉丝,Lilith,上海,Shanghai,游戏,Online games,未知,50.0,-9%,700.0,2024
1019,-89,袁永彬,Yuan Yongbin,62,,,先生,https://res.hurun.net/default/icon_men.jpg,伯特利,Bethel,安徽芜湖,Anhui,汽车零部件,Auto parts,夫妇,50.0,-24%,700.0,2024
1019,71,张昊,Zhang Hao,37,,,先生,https://res.hurun.net/default/icon_men.jpg,莉莉丝,Lilith,上海,Shanghai,游戏,Online games,未知,50.0,-9%,700.0,2024
1019,New,张瑞安,Teo Swee Ann,49,,,先生,https://res.hurun.net/default/icon_men.jpg,乐鑫科技,Espressif Systems,上海浦东,Shanghai,芯片,Chips,未知,50.0,NEW,700.0,2024
1019,-206,张天瑜,Zhang Tianyu,57,,,先生,https://res.hurun.net/default/icon_men.jpg,广和通,Fibocom,广东深圳,Guangdong,通信设备,Communications Equipment,未知,50.0,-33%,700.0,2024
1019,-28,张伟,Zhang Wei,67,,,先生,https://res.hurun.net/default/icon_men.jpg,热威股份,Heatwell,浙江杭州,Zhejiang,热电元件,Electronic components,未知,50.0,-21%,700.0,2024
1019,New,赵贵钦,Zhao Guiqin,未知,,Guangdong,未知,https://res.hurun.net/default/icon_women.jpg,润本股份,Runben Biotechnology,广东广州,Guangdong,日化用品,Personal Care,家族,50.0,NEW,700.0,2024
1019,-11,赵玉乔,Zhao Yuqiao,未知,中国-河北-迁安,China-Hebei-Yuan,先生,https://res.hurun.net/default/icon_men.jpg,九江,Jiujiang,河北迁安,Heibei,钢铁、酒店,"Steel, Restaurants",家族,50.0,-17%,700.0,2024
1019,-264,郑效东,Zheng Xiaodong,60,,,先生,https://res.hurun.net/default/icon_men.jpg,东富龙,Tofflon,上海闵行,Shanghai,医疗设备,Medical equipment,父女,50.0,-38%,700.0,2024
