排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
494,136,张邦鑫,Zhang Bangxin,44,中国-江苏,China-Jiangsu,先生,https://res.hurun.net/photo/000060_Zhang_Bangxin.jpg,好未来,TAL Education,北京,Beijing,教育,Education,未知,105.0,7%,1480.0,2024
494,-39,张传卫,Zhang Chuanwei,62,中国-河南-信阳,China -Henan-Xinyang,先生,https://res.hurun.net/default/icon_men.jpg,明阳智能,MingYang Smart Energy,广东中山,Guangdong,新能源,New Energy,家族,105.0,-19%,1480.0,2024
494,-39,张毓强,Zhang Yuqiang,69,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,先生,https://res.hurun.net/default/icon_men.jpg,振石控股,Zhenshi,浙江嘉兴,Zhejiang,房地产、矿产,"Real estate, mining",家族,105.0,-19%,1480.0,2024
517,-46,陈康平,Chen Kangping,51,,,先生,https://res.hurun.net/default/icon_men.jpg,晶科能源,Jinko Solar,江西上饶,Jiangxi,太阳能,Solar,未知,100.0,-20%,1410.0,2024
517,423,程维,Cheng Wei,41,中国-江西-上饶,China-Jiangxi-Shangrao,先生,https://res.hurun.net/photo/000197_Cheng_Wei.jpg,滴滴出行,Didi,北京,Beijing,生活服务平台,Life Service,未知,100.0,54%,1410.0,2024
517,68,邓耀,Tang Yiu,90,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,百丽,Belle,香港,Hong Kong,服装与配饰,Apparel & Accessories,家族,100.0,0%,1410.0,2024
517,152,段永平,Duan Yongping,63,中国-江西-南昌,China-Jiangxi-Nanchang,先生,https://res.hurun.net/default/icon_men.jpg,步步高,BBK,美国,USA,投资,Investments,未知,100.0,11%,1410.0,2024
517,48,顾伟,Gu Wei,59,中国-江西-南昌,China-Jiangxi-Nanchang,先生,https://res.hurun.net/photo/000505_Gu_Wei.jpg,兆驰股份,Mtc,广东深圳,Guangdong,消费电子产品,Consumer Electronics,未知,100.0,-5%,1410.0,2024
517,68,胡应湘,Gordon Wu,89,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,合和实业,Hopewell,香港,Hong Kong,房地产、建筑工程,"Real Estate, Architectural Engineering",未知,100.0,0%,1410.0,2024
517,68,黄宏生,Huang Hongsheng,68,中国-海南-临高,China-Hainan-Lingao,先生,https://res.hurun.net/default/icon_men.jpg,创维,Skyworth,广东深圳,Guangdong,家用电器,Household Appliances,家族,100.0,0%,1410.0,2024
517,68,李国宝,Li Kwok-po,85,伦敦,London,先生,https://res.hurun.net/default/icon_men.jpg,东亚银行,BEA,香港,Hong Kong,银行业,Banking,家族,100.0,0%,1410.0,2024
517,68,李家权,Li Jiaquan,61,中国-四川,China - Sichuan,先生,https://res.hurun.net/default/icon_men.jpg,龙蟒,Lomon,四川成都,Sichuan,钛白粉、磷化工,"Titanium dioxide, phosphate",家族,100.0,0%,1410.0,2024
517,-140,李建全,Li Jianquan,67,,,先生,https://res.hurun.net/default/icon_men.jpg,稳健医疗,Winner,广东深圳,Guangdong,医疗用品,Health Tech,未知,100.0,-33%,1410.0,2024
517,118,李金阳,Li Jinyang,未知,,,女士,https://res.hurun.net/default/icon_women.jpg,赤峰黄金,Jilong,内蒙古赤峰,Inner Mongolia,金矿,Gold Mining,未知,100.0,5%,1410.0,2024
517,-25,李宁,Li Ning,61,中国-广西-来宾,China-Guangxi-Guest,先生,https://res.hurun.net/default/icon_men.jpg,李宁,Li-ning,北京,Beijing,体育用品、投资,"Sporting Goods, Investments",未知,100.0,-17%,1410.0,2024
517,-280,李仲初,Li Zhongchu,61,中国-湖南-娄底,China-Hunan-Yandi,先生,https://res.hurun.net/default/icon_men.jpg,石基,Shiji,北京,Beijing,软件与信息服务,Software and Information Services,家族,100.0,-55%,1410.0,2024
517,-25,励民,Li Min,59,,,先生,https://res.hurun.net/default/icon_men.jpg,瑞芯微,Rockchip Electronics,福建福州,Fujian,集成电路,Integrated circuit,未知,100.0,-17%,1410.0,2024
517,-90,林定强,Lin Dingqiang,58,中国-福建-福州,China-Fujian-Fuzhou,先生,https://res.hurun.net/default/icon_men.jpg,金辉,Kamfei,北京,Beijing,房地产,Real Estate,家族,100.0,-26%,1410.0,2024
517,189,刘方毅,Liu Fangyi,54,,,先生,https://res.hurun.net/photo/005238_Liu_Fangyi.jpg,英科医疗,Intco,山东淄博,Shandong,医疗器械,Medical devices,未知,100.0,18%,1410.0,2024
517,152,秦龙,Qin Long,59,,,先生,https://res.hurun.net/default/icon_men.jpg,森麒麟,Sentury,山东青岛,Shandong,轮胎,Tires,未知,100.0,11%,1410.0,2024
517,118,饶微,Rao Wei,60,,,先生,https://res.hurun.net/default/icon_men.jpg,新产业,New Industries,广东深圳,Guangdong,医疗器械,Health Tech,家族,100.0,5%,1410.0,2024
517,-46,邵根伙,Shao Genhuo,59,中国-浙江-金华,China-Zhejiang-Jinhua,先生,https://res.hurun.net/default/icon_men.jpg,大北农,Dabeinong,北京,Beijing,饲料、种业,"Animal Feed, Seed",未知,100.0,-20%,1410.0,2024
517,48,施文博,Shi Wenbo,74,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.net/default/icon_men.jpg,恒安,HengAn,福建泉州,Fujian,个人护理用品,Personal care products,未知,100.0,-5%,1410.0,2024
517,-90,孙孟全,Sun Mengquan,74,,,先生,https://res.hurun.net/default/icon_men.jpg,鲁花,Luhua,山东烟台,Shandong,食用油,Edible oils,家族,100.0,-26%,1410.0,2024
517,-46,唐修国,Tang Xiuguo,61,中国-湖南,China-Hunan,先生,https://res.hurun.net/default/icon_men.jpg,三一,Sany,北京,Beijing,重型机械,Heavy Machinery,未知,100.0,-20%,1410.0,2024
517,-147,田明,Tian Ming,71,中国-安徽,China-Anhui,先生,https://res.hurun.net/default/icon_men.jpg,美亚光电,Meyer,安徽合肥,Anhui,专用设备制造业,"Electronic device, optoelectronic",未知,100.0,-35%,1410.0,2024
517,234,万隆,Wan Long,84,中国-河南-漯河,China-Henan-Yuhe,先生,https://res.hurun.net/photo/000463_Wan_Long.jpg,双汇,Shuanghui,河南郑州,Henan,食品,Food processing,夫妇,100.0,23%,1410.0,2024
517,-90,汪林朋,Wang Linpeng,55,中国-湖北-黄冈,China -Hubei - Huanggang,先生,https://res.hurun.net/photo/000222_Wang_Linpeng.jpg,居然之家,Easyhome,北京,Beijing,家居建材,Home Building Materials,未知,100.0,-26%,1410.0,2024
517,118,吴东进,Eugene Wu,79,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.net/default/icon_men.jpg,新光,Shin Kong,台湾台北,Taiwan,金融、医院,"Financial Services, Hospital",家族,100.0,5%,1410.0,2024
517,-129,谢嘉,Xie Jia,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,大疆,DJI,广东深圳,Guangdong,无人机,Drones,未知,100.0,-31%,1410.0,2024
517,68,杨冰,Yang Bing,39,中国-江西-,China-Jiangxi -,先生,https://res.hurun.net/default/icon_men.jpg,得物,Dewu,上海,Shanghai,电商,E-commerce,未知,100.0,0%,1410.0,2024
517,113,应书岭,Ying Shuling,43,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,英雄互娱,Yingxiong,北京,Beijing,电竞游戏,E-sports Game,未知,100.0,2%,1410.0,2024
517,189,张恭运,Zhang Gongyun,61,,,先生,https://res.hurun.net/default/icon_men.jpg,豪迈科技,Himile ,山东潍坊,Shandong,机械制造,Machinery,未知,100.0,18%,1410.0,2024
517,19,张克强,Zhang Keqiang,64,中国-广东,China-Guangdong,先生,https://res.hurun.net/photo/000422_Zhang_Keqiang.jpg,华美国际,Huamei,广东广州,Guangdong,投资、房地产,"Investments, Real Estate",未知,100.0,-9%,1410.0,2024
517,-215,张立国,Zhang Liguo,60,,,先生,https://res.hurun.net/default/icon_men.jpg,敷尔佳,Voolga,黑龙江哈尔滨,Heilongjiang,护肤品,Skincare Products,未知,100.0,-44%,1410.0,2024
517,19,张永平,Zhang Yongping,63,,,先生,https://res.hurun.net/default/icon_men.jpg,秀水街,Xiushuijie,北京,Beijing,房地产,Real Estate,未知,100.0,-9%,1410.0,2024
517,152,周剑,Zhou Jian,48,中国-上海,China-Shanghai,先生,https://res.hurun.net/photo/000335_Zhou_Jian.jpg,优必选,UBtech,广东深圳,Guangdong,机器人,Robotics,未知,100.0,11%,1410.0,2024
551,84,陈得福,Chen Tei-Fu,76,中国-台湾-嘉义,China-Taiwan-Jiayi,先生,https://res.hurun.net/default/icon_men.jpg,仙妮雷德,Sunrider,美国洛杉矶,Los Angeles,医疗保健,Healthcare,家族,95.0,0%,1340.0,2024
551,345,范秀莲,Fan Xiulian,61,中国-辽宁-沈阳,China-Liaoning-Shenyang,先生,https://res.hurun.net/default/icon_men.jpg,海思科,Haisco Pharmaceutical,西藏山南,Tibet,医药,Pharmaceuticals,母女,95.0,36%,1340.0,2024
551,14,何涛,He Tao,44,,,先生,https://res.hurun.net/default/icon_men.jpg,圆心科技,Yuanxin,北京,Beijing,互联网医院,Pharmaceuticals,未知,95.0,-10%,1340.0,2024
551,118,焦震,Jiao Zheng,58,,,先生,https://res.hurun.net/default/icon_men.jpg,鼎晖,CDH,北京,Beijing,投资,Investments,未知,95.0,6%,1340.0,2024
551,-59,金磊,Jin Lei,70,,,先生,https://res.hurun.net/default/icon_men.jpg,佰仁医疗,Balance Medical,北京,Beijing,医疗器械,Health Tech,夫妇,95.0,-21%,1340.0,2024
551,-249,李晓明,Li Xiaoming,66,,,先生,https://res.hurun.net/default/icon_men.jpg,恩捷股份,Energy New Material,云南玉溪,Yunnan,包装盒生产,Packaging Production,家族,95.0,-47%,1340.0,2024
551,-352,梁丰,Liang Feng,56,,,先生,https://res.hurun.net/default/icon_men.jpg,璞泰来,Putailai,上海浦东,Shanghai,锂电池材料,Lithium Battery,夫妇,95.0,-63%,1340.0,2024
551,-59,林来嵘,Lin Lairong,56,中国-内蒙古-巴彦淖尔市,China -Inner Mongolia - Bayangar City,先生,https://res.hurun.net/default/icon_men.jpg,众兴,Zhongxing,天津,Tianjin,矿业,Mining,夫妇,95.0,-21%,1340.0,2024
551,-226,罗秋平,Luo Qiuping,61,中国-湖北-荆门,China -Hubei-Jingmen,先生,https://res.hurun.net/default/icon_men.jpg,蓝月亮,Blue Moon,广东广州,Guangdong,日化用品,Personal Care,夫妇,95.0,-44%,1340.0,2024
551,84,彭永鹤,Peng Yonghe,55,,,先生,https://res.hurun.net/default/icon_men.jpg,新瑞鹏,Ruipeng Pet,广东深圳,Guangdong,宠物医院,Healthcare,未知,95.0,0%,1340.0,2024
551,155,乔志涌,Qiao Zhiyong,60,中国-四川,China-Sichuan-Aba,先生,https://res.hurun.net/default/icon_men.jpg,侨源股份,Qiaoyuan Gas,四川成都,Sichuan,液态气体,Chemical,家族,95.0,12%,1340.0,2024
551,84,荣智健,Rong Zhijian,82,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,中信泰富,CITIC,香港,Hong Kong,投资、房地产,"Investments, Real Estate",未知,95.0,0%,1340.0,2024
551,84,苏纯兴,Su Chun-Sing,未知,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.net/default/icon_men.jpg,和泰汽车,Hotai Motor,台湾台北,Taiwan,汽车零售,Automobile Sales,家族,95.0,0%,1340.0,2024
551,84,王恒,Roger Wang Hung,76,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.net/default/icon_men.jpg,金鹰,Golden Eagle,江苏南京,Taiwan,零售、房地产,Retail,家族,95.0,0%,1340.0,2024
551,-30,王均豪,Wang Junhao,52,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,均瑶,JuneYao,上海徐汇,Shanghai,房地产、航空、零售,"Real estate, airline, retail",未知,95.0,-17%,1340.0,2024
551,34,王振华,Wang Zhenhua,62,中国-江苏,China-Jiangsu,先生,https://res.hurun.net/photo/000116_Wang_Zhenhua.jpg,新城,Seazen,上海普陀,Shanghai,房地产,Real estate,家族,95.0,-5%,1340.0,2024
551,118,吴东亮,Thomas Wu Dong-Liang,未知,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.net/default/icon_men.jpg,新光,Shin Kong,台湾台北,Taiwan,金融,Financial,家族,95.0,6%,1340.0,2024
551,34,吴忌寒,Wu Jihan,38,中国-重庆,China-Chongqing,先生,https://res.hurun.net/default/icon_men.jpg,比特小鹿,Bitdeer,新加坡,Singapore,芯片、矿机,"Chips, Mining Hardware",未知,95.0,-5%,1340.0,2024
551,-59,吴美蓉,Wu Meirong,64,,,先生,https://res.hurun.net/default/icon_men.jpg,美科股份,Meike,上海,Shanghai,太阳能设备,Solar energy equipment,家族,95.0,-21%,1340.0,2024
551,84,谢菊华,Xie Juhua,73,,,先生,https://res.hurun.net/default/icon_men.jpg,健友股份,King-friend,江苏南京,Jiangsu,原料药,Bulk Drug,家族,95.0,0%,1340.0,2024
551,308,许达来,Koh Tuck Lye,53,新加坡,Singapore,先生,https://res.hurun.net/default/icon_men.jpg,小米,Xiaomi,北京,Beijing,智能硬件与技术、投资,"IoT, Investments",未知,95.0,28%,1340.0,2024
551,539,杨霞,Yang Xia,50,,,女士,https://res.hurun.net/default/icon_women.jpg,锦波,Jinbo,山西太原,Shanxi,生物医药,Biopharmaceuticals,未知,95.0,73%,1340.0,2024
551,-15,昝圣达,Zan Shengda,61,中国-江苏-南通,China-Jiangsu-Nantong,先生,https://res.hurun.net/photo/000318_Zan_Shengda.jpg,综艺,Zongyi,江苏南通,Jiangsu,新能源、信息科技、投资,"New energy, IT, Investments",未知,95.0,-14%,1340.0,2024
551,14,张世龙,Zhang Shilong,58,,,先生,https://res.hurun.net/default/icon_men.jpg,圣邦,SG Micro,北京,Beijing,模拟芯片,Analog Chip,家族,95.0,-10%,1340.0,2024
551,84,周镇科,Zhou Zhenke,49,中国-广东-汕头,China-Guangdong-Shantou,先生,https://res.hurun.net/default/icon_men.jpg,大晟文化,Dasheng Times Cultural,广东深圳,Guangdong,文化娱乐,Media & Entertainment,未知,95.0,0%,1340.0,2024
576,514,曾繁城,F. C. Tseng,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,台积电,TSMC,台湾新竹,Taiwan,半导体,Semiconductors,未知,90.0,64%,1270.0,2024
576,-263,常建鸣,Chang Jianming,59,,,先生,https://res.hurun.net/default/icon_men.jpg,鸣志电器,Moons,上海闵行,Shanghai,控制电机,Control motor,夫妇,90.0,-49%,1270.0,2024
576,-11,陈士良,Chen Shiliang,61,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,先生,https://res.hurun.net/default/icon_men.jpg,桐昆,Zhejiang Tongkun,浙江嘉兴,Zhejiang,化纤、房地产,"Chemical fiber, real estate",未知,90.0,-14%,1270.0,2024
576,432,陈涛,Chen Tao,52,中国-甘肃-陇南,China -Gansu - Minnan,先生,https://res.hurun.net/default/icon_men.jpg,胜宏科技,Victory Giant,广东惠州,Guangdong,高密度印制电路板,Electronic Components,夫妇,90.0,50%,1270.0,2024
576,9,陈智松,Chen Zhisong,58,,,先生,https://res.hurun.net/default/icon_men.jpg,亿联网络,Yealink,福建厦门,Fujian,通信,Communication,未知,90.0,-10%,1270.0,2024
576,93,陈卓林,Chen Zhuolin,62,中国-广东-中山,China-Guangdong-Zhongshan,先生,https://res.hurun.net/default/icon_men.jpg,雅居乐,Agile,广东广州,Guangdong,投资、房地产,"Investments, Real Estate",家族,90.0,0%,1270.0,2024
576,-40,邓文,Deng Wen,56,中国-四川-成都,China - Sichuan-Chengdu,先生,https://res.hurun.net/default/icon_men.jpg,天味食品,Teway Food,四川成都,Sichuan,食品,Food,夫妇,90.0,-18%,1270.0,2024
576,-170,丁会,Ding Hui,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,嘉立创,JLC,广东深圳,Guangdong,半导体,Semiconductor,未知,90.0,-36%,1270.0,2024
576,-170,丁会响,Ding Huixiang,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,嘉立创,JLC,广东深圳,Guangdong,半导体,Semiconductor,未知,90.0,-36%,1270.0,2024
576,285,董增平,Dong Zengping,54,,,先生,https://res.hurun.net/default/icon_men.jpg,思源电气,Sieyuan,上海闵行,Shanghai,输配电设备,Electronic equipment,未知,90.0,23%,1270.0,2024
576,-149,傅光明,Fu Guangming,70,中国-江西-抚州,China-Jiangxi-Fuzhou,先生,https://res.hurun.net/photo/000198_Fu_Guangming.jpg,圣农,Sunner,福建南平,Fujian,农业,Agriculture,家族,90.0,-33%,1270.0,2024
576,9,高云峰,Gao Yunfeng,57,,,先生,https://res.hurun.net/photo/000376_Gao_Yunfeng.jpg,大族激光,Han's Laser,广东深圳,Guangdong,激光设备,Laser Equipment ,未知,90.0,-10%,1270.0,2024
576,285,何祖训,He Zuxun,59,中国-云南-曲靖,China-Yunnan-Qujing,先生,https://res.hurun.net/default/icon_men.jpg,神农集团,Shennong Agricultural Industry Group,云南昆明,Yunnan,畜牧,Pig Farming,未知,90.0,23%,1270.0,2024
576,59,黄建勲,Huang Jianxun,59,,,先生,https://res.hurun.net/default/icon_men.jpg,联泰,Lian Tai,广东汕头,Guangdong,基础建设、房地产,"Infrastructure, Real Estate",未知,90.0,-5%,1270.0,2024
576,130,黄民奇,Archie Hwang,72,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,汉辰科技,HermesEpitek,台湾台北,Taiwan,半导体,Semiconductors,未知,90.0,6%,1270.0,2024
576,179,黄小芬,Huang Xiaofen,61,中国-广东-深圳,China-Guangdong-Shenzhen,女士,https://res.hurun.net/default/icon_women.jpg,景旺电子,Kinwong,广东深圳,Guangdong,印刷电路板,Printed Circuit Board,家族,90.0,13%,1270.0,2024
576,179,赖苗,Lai Miao,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,景田,Ganten,广东深圳,Guangdong,饮料,Food & Beverages,未知,90.0,13%,1270.0,2024
576,-40,李琼,Li Qiong,47,,,先生,https://res.hurun.net/default/icon_men.jpg,昆仑万维,Kunlun,北京,Beijing,互联网游戏、投资,"Game, Investments",未知,90.0,-18%,1270.0,2024
576,9,利蕴莲,Irene Lee Yun Lien,70,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,希慎兴业,Hysan,香港,Hong Kong,房地产,Estate Holding,家族,90.0,-10%,1270.0,2024
576,130,刘銮鸿,Thomas Lau Luen-hung,71,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,利福国际,Lifestyle,香港,Hong Kong,房地产,Estate Holding,未知,90.0,6%,1270.0,2024
576,9,刘振东,Liu Zhendong,53,中国-河北-唐山,China-Hebei-Tangshan,先生,https://res.hurun.net/default/icon_men.jpg,联东,Liando,北京,Beijing,房地产,Real Estate,未知,90.0,-10%,1270.0,2024
576,59,陆兆禧,Lu Zhaoxi,55,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.net/default/icon_men.jpg,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,90.0,-5%,1270.0,2024
576,-11,罗嘉瑞,Lo Ka Shui,71,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,鹰君,Great Eagle,香港,Hong Kong,房地产,Estate Holding,家族,90.0,-14%,1270.0,2024
576,9,牛宜顺,Niu Yishun,69,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,华勤,Hixih,山东济宁,Shandong,轮胎、输送带、电力,"Tires, conveyor belts, electricity",父子,90.0,-10%,1270.0,2024
576,58,潘刚,Pan Gang,54,中国-内蒙古-锡林郭勒盟,China-Inner Mongolia-Xilin Guole League,先生,https://res.hurun.net/default/icon_men.jpg,伊利,Yili,内蒙古呼和浩特,Inner Mongolia,乳制品,Dairy,未知,90.0,-6%,1270.0,2024
576,130,秦华,Qin Hua,56,,,先生,https://res.hurun.net/default/icon_men.jpg,乖宝宠物,Gambol,山东聊城,Shandong,宠物食品,Food,未知,90.0,6%,1270.0,2024
576,-121,任建华,Ren Jianhua,67,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.net/photo/000410_Ren_Jianhua.jpg,老板电器,Robam,浙江杭州,Zhejiang,家用电器,Home appliances,未知,90.0,-31%,1270.0,2024
576,-40,沈亚,Shen Ya,53,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,唯品会,Vipshop,广东广州,Guangdong,新零售,New Retail,未知,90.0,-18%,1270.0,2024
576,59,史英文,Shi Yingwen,59,中国-广西-南宁,China-Guangxi-Nanning,先生,https://res.hurun.net/default/icon_men.jpg,荣和,Ronghe,广西南宁,Guangxi,房地产,Real estate,夫妇,90.0,-5%,1270.0,2024
576,9,苏志刚,Su Zhigang,66,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.net/default/icon_men.jpg,长隆,Chime Long,广东广州,Guangdong,旅游,Tourism,未知,90.0,-10%,1270.0,2024
576,93,王文杉,Duncan Wen-Shan Wang,54,中国-台湾-台中,China-Taiwan-Taichung,先生,https://res.hurun.net/default/icon_men.jpg,联合报业,United Daily News,台湾台北,Taiwan,传媒,Media,家族,90.0,0%,1270.0,2024
576,-84,吴志刚,Wu Zhigang,89,中国-辽宁,China-Liaoning,先生,https://res.hurun.net/default/icon_men.jpg,桃李面包,Toly Bread,辽宁沈阳,Liaoning,食品,Food,家族,90.0,-25%,1270.0,2024
576,348,夏崇耀,Xia Chongyao,65,,,先生,https://res.hurun.net/default/icon_men.jpg,东方电缆,Orient Wires & Cables,浙江宁波,Zhejiang,电缆,Cable,家族,90.0,32%,1270.0,2024
576,-41,向文波,Xiang Wenbo,62,中国-湖南-益阳,China-Hunan-Yiyang,先生,https://res.hurun.net/default/icon_men.jpg,三一,Sany,北京,Beijing,重型机械,Heavy Machinery,未知,90.0,-20%,1270.0,2024
576,179,张建国,Zhang Jianguo,61,中国-广东-茂名,China-Guangdong-Maoming,先生,https://res.hurun.net/default/icon_men.jpg,九丰能源,Jovo Energy,广东广州,Guangdong,能源,Energy,夫妇,90.0,13%,1270.0,2024
576,-40,钟乃雄,Zhong Naixiong,61,,,先生,https://res.hurun.net/default/icon_men.jpg,能兴,Nenking,广东佛山,Guangdong,房地产、投资,"Real Estate, Investments",未知,90.0,-18%,1270.0,2024
576,9,钟英武,Zhong Yingwu,39,中国-湖南-岳阳,China-Hunan-Yueyang,先生,https://res.hurun.net/default/icon_men.jpg,趣加科技,FunPlus,北京,Beijing,游戏,Game,未知,90.0,-10%,1270.0,2024
576,New,朱世会,Zhu Shihui,57,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.net/default/icon_men.jpg,先导科技,Vital Materials,广东广州,Guangdong,稀散金属,Scattered Metals,未知,90.0,NEW,1270.0,2024
576,179,卓军,Zhuo Jun,未知,中国-香港,China-Hong Kong,女士,https://res.hurun.net/default/icon_women.jpg,景旺电子,Kinwong,广东深圳,Guangdong,印刷电路板,Electronic Components,未知,90.0,13%,1270.0,2024
615,-51,毛中吾,Mao Zhongwu,62,中国-湖南,China-Hunan,先生,https://res.hurun.net/default/icon_men.jpg,三一,Sany,北京,Beijing,重型机械,Heavy Machinery,未知,88.0,-19%,1240.0,2024
616,-239,洪浩,Hong Hao,68,,,先生,https://res.hurun.net/default/icon_men.jpg,凯莱英,Casymchen,天津,Tianjin,医药,Pharmaceuticals,未知,86.0,-43%,1210.0,2024
616,-80,周亚辉,Zhou Yahui,47,中国-云南-丽江,China-Yunnan-Lijiang,先生,https://res.hurun.net/default/icon_men.jpg,昆仑万维,Kunlun,北京,Beijing,互联网游戏、投资,"Game, Investments",未知,86.0,-22%,1210.0,2024
618,390,鲍洪星,Bao Hongxing,60,中国-江西-龙南,China-Jiangxi-Longnan,先生,https://res.hurun.net/default/icon_men.jpg,双胞胎,Shuangbaotai,江西南昌,Jiangxi,畜牧,Pig Farming,未知,85.0,42%,1200.0,2024
618,322,蔡海山,Tsoi Hoi Shan,46,,,先生,https://res.hurun.net/default/icon_men.jpg,联邦制药,United Laboratories,香港,Hong Kong,医药,Pharmaceuticals,家族,85.0,31%,1200.0,2024
618,195,蔡其瑞,Tsai Chi-Jui,73,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,宝成,Pou Chen,台湾台中,Taiwan,服装,Apparel & Accessories,家族,85.0,13%,1200.0,2024
618,-82,陈湖文,Chen Huwen,54,中国-广东-汕头 ,China-Guangdong-Shantou,先生,https://res.hurun.net/default/icon_men.jpg,晨光,M&G Stationery,上海松江,Shanghai,文具用品制造,Stationery,未知,85.0,-23%,1200.0,2024
618,-82,陈湖雄,Chen Huxiong,54,中国-广东-汕头 ,China-Guangdong-Shantou ,先生,https://res.hurun.net/default/icon_men.jpg,晨光,M&G Stationery,上海奉贤,Shanghai,文具用品制造,Stationery,未知,85.0,-23%,1200.0,2024
618,-338,陈士斌,Chen Shibin,58,中国-江苏-连云港,China-Jiangsu-Lianyun Port,先生,https://res.hurun.net/default/icon_men.jpg,石英股份,Pacific Quartz,江苏连云港,Jiangsu,石英制品,Quartz products,夫妇,85.0,-55%,1200.0,2024
618,137,陈仕荣,Chan Shirong,未知,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,丰泰,Feng Tay,台湾斗六,Taiwan,鞋业,Footwear,家族,85.0,6%,1200.0,2024
618,88,程立力,Chen Lili,59,,,先生,https://res.hurun.net/default/icon_men.jpg,立华股份,Lihua,江苏常州,Jiangsu,畜牧,Husbandry,夫妇,85.0,0%,1200.0,2024
618,472,杜锦豪,Du Jinhao,70,中国-江苏-,China-Jiangsu -,先生,https://res.hurun.net/default/icon_men.jpg,艾力斯,Allist,上海,Shanghai,医药,Pharmaceuticals,夫妇,85.0,55%,1200.0,2024
618,-97,何志平,He Zhiping,59,中国-江西,China-Jiangxi,先生,https://res.hurun.net/default/icon_men.jpg,华建,Huajian,广东深圳,Guangdong,投资,Investments,夫妇,85.0,-26%,1200.0,2024
618,137,黄子欣,Allan Wong,75,,,先生,https://res.hurun.net/default/icon_men.jpg,伟易达,VTECH,香港,Hong Kong,消费电子产品,Consumer Goods,未知,85.0,6%,1200.0,2024
618,-126,寇晓康,Kou Xiaokang,57,,,先生,https://res.hurun.net/default/icon_men.jpg,蓝晓科技,Sunresin,陕西西安,Shaanxi,新材料,New materials,夫妇,85.0,-29%,1200.0,2024
618,51,梁安琪,Angela Leong on-ki,63,中国-广东-广州,China-Guangdong-Guangzhou,女士,https://res.hurun.net/default/icon_women.jpg,澳博,SJM Holdings,香港,Hong Kong,博彩,Gaming,未知,85.0,-6%,1200.0,2024
618,88,梁勤,Liang Qin,53,中国-江苏-扬州,China-Jiangsu-Yangzhou,先生,https://res.hurun.net/default/icon_men.jpg,扬杰科技,Yangjie Technology,江苏扬州,Jiangsu,半导体,Electronic components,夫妇,85.0,0%,1200.0,2024
618,-53,凌斌,Ling bin,56,,,先生,https://res.hurun.net/default/icon_men.jpg,康冠科技,KTC,广东深圳,Guangdong,电子器件制造,Manufacturing,夫妇,85.0,-19%,1200.0,2024
618,88,陆风,Lu Feng,56,,,先生,https://res.hurun.net/default/icon_men.jpg,万得资讯,Wind,上海浦东,Shanghai,数据服务,Data service,未知,85.0,0%,1200.0,2024
618,390,罗乐风,Kenneth Lo,未知,中国-香港,China-Hong Kong,先生,https://res.hurun.net/photo/003755_Kenneth_Lo.jpg,晶苑国际,Crystal,香港,Hong Kong,服装,Apparel & Textile Products,家族,85.0,42%,1200.0,2024
